Pressure_kPa,Displacement_mm,Force_N,InternalEnergy_mJ
1.19125,-17.5,1.18219,9.90898
1.24125,-17.5,1.19325,10.0119
1.29125,-17.5,1.20446,10.1194
1.34125,-17.5,1.21582,10.2314
1.39125,-17.5,1.22733,10.348
1.44125,-17.5,1.23898,10.4692
1.49125,-17.5,1.25079,10.595
1.54125,-17.5,1.26274,10.7254
1.59125,-17.5,1.27485,10.8605
1.64125,-17.5,1.28711,11.0003
1.69125,-17.5,1.29952,11.1449
1.74125,-17.5,1.31209,11.2941
1.79125,-17.5,1.32481,11.4482
1.84125,-17.5,1.33769,11.607
1.89125,-17.5,1.35072,11.7707
1.94125,-17.5,1.36391,11.9392
1.99125,-17.5,1.37726,12.1127
2,-17.5,1.3796,12.1435
2,-17.5,1.3796,12.1435
2.01,-17.5,1.3823,12.179
2.02,-17.5,1.385,12.2146
2.035,-17.5,1.38906,12.2684
2.0575,-17.5,1.39518,12.35
2.09125,-17.5,1.40443,12.4743
2.14125,-17.5,1.41826,12.6625
2.19125,-17.5,1.43225,12.8557
2.24125,-17.5,1.4464,13.054
2.29125,-17.5,1.46071,13.2573
2.34125,-17.5,1.47518,13.4657
2.39125,-17.5,1.48982,13.6793
2.44125,-17.5,1.50463,13.898
2.49125,-17.5,1.5196,14.1219
2.54125,-17.5,1.53473,14.3509
2.59125,-17.5,1.55004,14.5853
2.64125,-17.5,1.56551,14.8249
2.69125,-17.5,1.58116,15.0699
2.74125,-17.5,1.59697,15.3202
2.79125,-17.5,1.61296,15.5758
2.84125,-17.5,1.62912,15.8369
2.89125,-17.5,1.64545,16.1035
2.94125,-17.5,1.66195,16.3755
2.95375,-17.5,1.66609,16.4444
2.9725,-17.5,1.67235,16.5484
2.9725,-17.5,1.67238,16.549
0,-20,1.08651,11.3256
0.01,-20,1.08811,11.3255
0.02,-20,1.08971,11.3256
0.035,-20,1.09213,11.326
0.0575,-20,1.09578,11.3272
0.09125,-20,1.1013,11.3305
0.14125,-20,1.10958,11.3384
0.19125,-20,1.11798,11.3501
0.24125,-20,1.12651,11.3655
0.29125,-20,1.13517,11.3848
0.34125,-20,1.14395,11.4078
0.39125,-20,1.15286,11.4347
0.44125,-20,1.16191,11.4654
0.49125,-20,1.17108,11.4999
0.54125,-20,1.18038,11.5383
0.59125,-20,1.18981,11.5806
0.64125,-20,1.19937,11.6267
0.69125,-20,1.20906,11.6768
0.74125,-20,1.21889,11.7308
0.79125,-20,1.22885,11.7887
0.84125,-20,1.23894,11.8506
0.89125,-20,1.24917,11.9165
0.94125,-20,1.25953,11.9864
0.99125,-20,1.27003,12.0603
1,-20,1.27186,12.0736
1,-20,1.27186,12.0736
1.01,-20,1.27398,12.089
1.02,-20,1.27611,12.1046
1.035,-20,1.27931,12.1282
1.0575,-20,1.28413,12.1644
1.09125,-20,1.29142,12.2202
1.14125,-20,1.30233,12.3062
1.19125,-20,1.31337,12.3964
1.24125,-20,1.32456,12.4906
1.29125,-20,1.33588,12.589
1.34125,-20,1.34734,12.6915
1.39125,-20,1.35894,12.7982
1.44125,-20,1.37068,12.9091
1.49125,-20,1.38256,13.0242
1.54125,-20,1.39459,13.1435
1.59125,-20,1.40675,13.2671
1.64125,-20,1.41906,13.3949
1.69125,-20,1.43152,13.5271
1.74125,-20,1.44412,13.6635
1.79125,-20,1.45687,13.8043
1.84125,-20,1.46976,13.9495
1.89125,-20,1.4828,14.099
1.94125,-20,1.49599,14.253
1.99125,-20,1.50932,14.4114
2,-20,1.51166,14.4395
2,-20,1.51166,14.4395
2.01,-20,1.51435,14.4719
